date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
3/30/2021,City of London,E09000001,-90,-70,-73,-78,-68,NA
3/31/2021,City of London,E09000001,-90,-70,-77,-78,-70,NA
4/1/2021,City of London,E09000001,-91,-70,-81,-79,-69,NA
4/2/2021,City of London,E09000001,-96,-85,-87,-87,-78,NA
4/3/2021,City of London,E09000001,-91,-69,-83,-74,NA,NA
4/4/2021,City of London,E09000001,-85,-77,-67,-66,NA,NA
4/5/2021,City of London,E09000001,-96,-89,-90,-91,-82,NA
4/6/2021,City of London,E09000001,-91,-72,-86,-80,-70,NA
4/7/2021,City of London,E09000001,-91,-73,-85,-79,-68,NA
4/8/2021,City of London,E09000001,-91,-72,-83,-80,-70,NA
4/9/2021,City of London,E09000001,-92,-71,-82,-78,-66,NA
4/10/2021,City of London,E09000001,-90,-64,-86,-74,NA,NA
4/11/2021,City of London,E09000001,-84,-74,-75,-70,NA,NA
4/12/2021,City of London,E09000001,-84,-68,-78,-75,-65,NA
4/13/2021,City of London,E09000001,-86,-67,-80,-76,-65,NA
4/14/2021,City of London,E09000001,-86,-65,-77,-75,-65,NA
4/15/2021,City of London,E09000001,-87,-57,-81,-76,-64,NA
4/16/2021,City of London,E09000001,-87,-53,-78,-72,-62,NA
4/17/2021,City of London,E09000001,-78,-15,-72,-54,NA,NA
4/18/2021,City of London,E09000001,-78,-23,-68,-60,NA,NA
4/19/2021,City of London,E09000001,-85,-58,-77,-75,-63,NA
4/20/2021,City of London,E09000001,-85,-56,-77,-74,-63,NA
4/21/2021,City of London,E09000001,-83,-57,-77,-74,-62,NA
4/22/2021,City of London,E09000001,-84,-55,-73,-74,-60,NA
4/23/2021,City of London,E09000001,-86,-53,-73,-70,-56,NA
4/24/2021,City of London,E09000001,-78,-19,-68,-57,NA,NA
4/25/2021,City of London,E09000001,-77,-27,-76,-60,NA,NA
4/26/2021,City of London,E09000001,-86,-60,-78,-75,-63,NA
4/27/2021,City of London,E09000001,-86,-56,-75,-73,-62,NA
4/28/2021,City of London,E09000001,-87,-57,-82,-74,-64,NA
4/29/2021,City of London,E09000001,-85,-53,-78,-74,-60,NA
4/30/2021,City of London,E09000001,-86,-53,-79,-70,-58,NA
5/1/2021,City of London,E09000001,-78,-12,-77,-51,NA,NA
5/2/2021,City of London,E09000001,-74,-17,-75,-52,NA,NA
5/3/2021,City of London,E09000001,-93,-71,-91,-85,-81,NA
5/4/2021,City of London,E09000001,-87,-59,-84,-74,-61,NA
5/5/2021,City of London,E09000001,-86,-56,-81,-73,-61,NA
5/6/2021,City of London,E09000001,-86,-54,-81,-73,-58,NA
5/7/2021,City of London,E09000001,-85,-51,-77,-69,-56,NA
5/8/2021,City of London,E09000001,-81,-27,-84,-62,NA,NA
5/9/2021,City of London,E09000001,-73,-19,-74,-58,NA,NA
5/10/2021,City of London,E09000001,-85,-58,-79,-73,-64,NA
5/11/2021,City of London,E09000001,-84,-54,-75,-71,-60,NA
5/12/2021,City of London,E09000001,-83,-51,-76,-71,-60,NA
5/13/2021,City of London,E09000001,-85,-53,-82,-72,-58,NA
5/14/2021,City of London,E09000001,-84,-51,-80,-69,-57,NA
5/15/2021,City of London,E09000001,-76,-14,-82,-56,NA,NA
5/16/2021,City of London,E09000001,-76,-27,-84,-60,NA,NA
5/17/2021,City of London,E09000001,-79,-57,-82,-70,-60,NA
5/18/2021,City of London,E09000001,-78,-52,-79,-69,-58,NA
5/19/2021,City of London,E09000001,-77,-49,-75,-67,-56,NA
5/20/2021,City of London,E09000001,-77,-48,-79,-67,-58,NA
5/21/2021,City of London,E09000001,-79,-51,-82,-63,-54,NA
5/22/2021,City of London,E09000001,-60,-4,-69,-40,NA,NA
5/23/2021,City of London,E09000001,-60,-20,-71,-42,NA,NA
5/24/2021,City of London,E09000001,-80,-58,-83,-70,-59,NA
5/25/2021,City of London,E09000001,-78,-50,-80,-69,-57,NA
5/26/2021,City of London,E09000001,-76,-47,-72,-67,-61,NA
5/27/2021,City of London,E09000001,-73,-45,-65,-67,-59,NA
5/28/2021,City of London,E09000001,-76,-47,-68,-63,-57,NA
5/29/2021,City of London,E09000001,-55,-5,-62,-42,NA,NA
5/30/2021,City of London,E09000001,-43,-5,-58,-39,NA,NA
5/31/2021,City of London,E09000001,-84,-67,-67,-80,-80,NA
6/1/2021,City of London,E09000001,-77,-49,-62,-68,-61,NA
6/2/2021,City of London,E09000001,-76,-46,-57,-67,-58,NA
6/3/2021,City of London,E09000001,-74,-44,-61,-67,-58,NA
6/4/2021,City of London,E09000001,-77,-54,-73,-64,-60,NA
6/5/2021,City of London,E09000001,-53,-4,-50,-44,NA,NA
6/6/2021,City of London,E09000001,-53,-21,-57,-48,NA,NA
6/7/2021,City of London,E09000001,-76,-52,-67,-70,-59,NA
6/8/2021,City of London,E09000001,-73,-46,-58,-68,-59,NA
6/9/2021,City of London,E09000001,-73,-46,-55,-67,-58,NA
6/10/2021,City of London,E09000001,-72,-45,-64,-66,-57,NA
6/11/2021,City of London,E09000001,-74,-49,-62,-62,-57,NA
6/12/2021,City of London,E09000001,-55,-9,-56,-34,NA,NA
6/13/2021,City of London,E09000001,-51,-23,-52,-38,NA,NA
6/14/2021,City of London,E09000001,-76,-52,-61,-68,-58,NA
6/15/2021,City of London,E09000001,-74,-48,-64,-67,-58,NA
6/16/2021,City of London,E09000001,-73,-45,-56,-67,-58,NA
6/17/2021,City of London,E09000001,-73,-48,-69,-67,-53,NA
6/18/2021,City of London,E09000001,-76,-54,-76,-64,-55,NA
6/19/2021,City of London,E09000001,-53,-17,-55,-41,NA,NA
6/20/2021,City of London,E09000001,-53,-24,-56,-46,NA,NA
6/21/2021,City of London,E09000001,-76,-59,-75,-70,-57,NA
6/22/2021,City of London,E09000001,-73,-52,-70,-67,-55,NA
6/23/2021,City of London,E09000001,-72,-47,-59,-66,-57,NA
6/24/2021,City of London,E09000001,-70,-46,-62,-66,-56,NA
6/25/2021,City of London,E09000001,-73,-50,-63,-63,-58,NA
6/26/2021,City of London,E09000001,-51,-14,-52,-38,NA,NA
6/27/2021,City of London,E09000001,-50,-27,-59,-39,NA,NA
6/28/2021,City of London,E09000001,-75,-58,-71,-69,-58,NA
6/29/2021,City of London,E09000001,-74,-56,-70,-68,-57,NA
6/30/2021,City of London,E09000001,-72,-51,-65,-67,-55,NA
7/1/2021,City of London,E09000001,-71,-47,-62,-66,-52,NA
7/2/2021,City of London,E09000001,-74,-50,-64,-62,-55,NA
7/3/2021,City of London,E09000001,-53,-21,-58,-37,NA,NA
7/4/2021,City of London,E09000001,-53,-27,-59,-41,NA,NA
7/5/2021,City of London,E09000001,-74,-56,-72,-68,-58,NA
7/6/2021,City of London,E09000001,-74,-55,-74,-66,-58,NA
7/7/2021,City of London,E09000001,-72,-50,-64,-65,-55,NA
7/8/2021,City of London,E09000001,-72,-49,-65,-66,-54,NA
7/9/2021,City of London,E09000001,-74,-51,-63,-62,-55,NA
7/10/2021,City of London,E09000001,-52,-19,-54,-39,NA,NA
7/11/2021,City of London,E09000001,-43,-27,-55,-31,NA,NA
7/12/2021,City of London,E09000001,-77,-58,-68,-67,-61,NA
7/13/2021,City of London,E09000001,-74,-51,-67,-65,-57,NA
7/14/2021,City of London,E09000001,-72,-49,-60,-65,-55,NA
7/15/2021,City of London,E09000001,-72,-47,-65,-65,-52,NA
7/16/2021,City of London,E09000001,-75,-50,-60,-61,-53,NA
7/17/2021,City of London,E09000001,-56,-17,-50,-36,NA,NA
7/18/2021,City of London,E09000001,-58,-28,-54,-33,NA,NA
7/19/2021,City of London,E09000001,-74,-53,-55,-65,-58,NA
7/20/2021,City of London,E09000001,-73,-48,-58,-64,-55,NA
7/21/2021,City of London,E09000001,-71,-45,-51,-63,-53,NA
7/22/2021,City of London,E09000001,-70,-45,-55,-62,-51,NA
7/23/2021,City of London,E09000001,-73,-49,-60,-60,-53,NA
7/24/2021,City of London,E09000001,-48,-20,-52,-38,NA,NA
7/25/2021,City of London,E09000001,-50,-35,-53,-40,NA,NA
7/26/2021,City of London,E09000001,-73,-51,-70,-66,-56,NA
7/27/2021,City of London,E09000001,-71,-50,-71,-64,-55,NA
7/28/2021,City of London,E09000001,-70,-50,-73,-64,-52,NA
7/29/2021,City of London,E09000001,-66,-41,-58,-62,-48,NA
7/30/2021,City of London,E09000001,-71,-50,-66,-59,-52,NA
7/31/2021,City of London,E09000001,-44,-11,-52,-33,NA,NA
8/1/2021,City of London,E09000001,-39,-13,-38,-32,NA,NA
8/2/2021,City of London,E09000001,-72,-52,-69,-65,-56,NA
8/3/2021,City of London,E09000001,-70,-47,-60,-64,-57,NA
8/4/2021,City of London,E09000001,-69,-45,-55,-63,-52,NA
8/5/2021,City of London,E09000001,-67,-45,-61,-63,-52,NA
8/6/2021,City of London,E09000001,-71,-48,-64,-60,-54,NA
8/7/2021,City of London,E09000001,-44,-19,-51,-35,NA,NA
8/8/2021,City of London,E09000001,-43,-23,-47,-37,NA,NA
8/9/2021,City of London,E09000001,-72,-54,-64,-66,-58,NA
8/10/2021,City of London,E09000001,-69,-45,-58,-64,-55,NA
8/11/2021,City of London,E09000001,-67,-42,-48,-62,-53,NA
8/12/2021,City of London,E09000001,-67,-43,-59,-63,-53,NA
8/13/2021,City of London,E09000001,-71,-47,-60,-59,-53,NA
8/14/2021,City of London,E09000001,-45,-11,-41,-26,NA,NA
8/15/2021,City of London,E09000001,-40,-12,-45,-19,NA,NA
8/16/2021,City of London,E09000001,-70,-51,-64,-63,-55,NA
8/17/2021,City of London,E09000001,-67,-46,-63,-62,-56,NA
8/18/2021,City of London,E09000001,-66,-44,-56,-59,-54,NA
8/19/2021,City of London,E09000001,-65,-41,-59,-60,-53,NA
8/20/2021,City of London,E09000001,-69,-46,-63,-57,-53,NA
8/21/2021,City of London,E09000001,-42,-13,-53,-20,NA,NA
8/22/2021,City of London,E09000001,-41,-20,-41,-21,NA,NA
8/23/2021,City of London,E09000001,-70,-52,-60,-63,-52,NA
8/24/2021,City of London,E09000001,-67,-45,-58,-61,-53,NA
8/25/2021,City of London,E09000001,-65,-43,-53,-60,-51,NA
8/26/2021,City of London,E09000001,-64,-43,-57,-59,-52,NA
8/27/2021,City of London,E09000001,-68,-59,-58,-55,-50,NA
8/28/2021,City of London,E09000001,-41,-40,-43,-28,NA,NA
8/29/2021,City of London,E09000001,-26,-52,-38,-20,NA,NA
8/30/2021,City of London,E09000001,-82,-82,-68,-77,-79,NA
8/31/2021,City of London,E09000001,-70,-57,-62,-61,-55,NA
9/1/2021,City of London,E09000001,-66,-54,-59,-61,-51,NA
9/2/2021,City of London,E09000001,-63,-52,-57,-58,-50,NA
9/3/2021,City of London,E09000001,-67,-58,-57,-56,-51,NA
9/4/2021,City of London,E09000001,-40,-47,-47,-26,NA,NA
9/5/2021,City of London,E09000001,-41,-49,-55,-27,NA,NA
9/6/2021,City of London,E09000001,-66,-56,-61,-60,-53,NA
9/7/2021,City of London,E09000001,-61,-49,-48,-58,-49,NA
9/8/2021,City of London,E09000001,-60,-49,-42,-56,-48,NA
9/9/2021,City of London,E09000001,-56,-48,-49,-55,-46,NA
9/10/2021,City of London,E09000001,-65,-57,-56,-54,-48,NA
9/11/2021,City of London,E09000001,-40,-48,-44,-28,NA,NA
9/12/2021,City of London,E09000001,-37,-50,-39,-28,NA,NA
9/13/2021,City of London,E09000001,-64,-54,-50,-57,-50,NA
9/14/2021,City of London,E09000001,-62,-53,-65,-54,-52,NA
9/15/2021,City of London,E09000001,-56,-45,-48,-53,-48,NA
9/16/2021,City of London,E09000001,-53,-44,-43,-51,-49,NA
9/17/2021,City of London,E09000001,-63,-54,-54,-52,-49,NA
9/18/2021,City of London,E09000001,-36,-42,-37,-23,NA,NA
9/19/2021,City of London,E09000001,-38,-54,-50,-27,NA,NA
9/20/2021,City of London,E09000001,-62,-52,-54,-57,-53,NA
9/21/2021,City of London,E09000001,-56,-43,-48,-53,-48,NA
9/22/2021,City of London,E09000001,-55,-43,-42,-52,-44,NA
9/23/2021,City of London,E09000001,-51,-42,-49,-51,-43,NA
9/24/2021,City of London,E09000001,-62,-52,-63,-49,-46,NA
9/25/2021,City of London,E09000001,-34,-42,-58,-12,NA,NA
9/26/2021,City of London,E09000001,-34,-46,-33,-11,NA,NA
9/27/2021,City of London,E09000001,-63,-52,-57,-55,-46,NA
9/28/2021,City of London,E09000001,-56,-47,-61,-50,-47,NA
9/29/2021,City of London,E09000001,-53,-43,-52,-50,-41,NA
9/30/2021,City of London,E09000001,-49,-42,-57,-47,-38,NA
10/1/2021,City of London,E09000001,-62,-52,-59,-48,-47,NA
10/2/2021,City of London,E09000001,-37,-47,-59,-25,NA,NA
10/3/2021,City of London,E09000001,-25,-46,-31,-9,NA,NA
10/4/2021,City of London,E09000001,-61,-49,-67,-54,-47,NA
10/5/2021,City of London,E09000001,-55,-43,-57,-50,-43,NA
10/6/2021,City of London,E09000001,-50,-43,-47,-49,-36,NA
10/7/2021,City of London,E09000001,-49,-41,-54,-46,-38,NA
10/8/2021,City of London,E09000001,-61,-52,-57,-48,-41,NA
10/9/2021,City of London,E09000001,-29,-39,-44,-13,NA,NA
10/10/2021,City of London,E09000001,-30,-49,-41,-12,NA,NA
10/11/2021,City of London,E09000001,-58,-49,-50,-53,-42,NA
10/12/2021,City of London,E09000001,-51,-40,-52,-48,-37,NA
10/13/2021,City of London,E09000001,-50,-40,-49,-48,-34,NA
10/14/2021,City of London,E09000001,-47,-41,-55,-46,-31,NA
10/15/2021,City of London,E09000001,-60,-57,-58,-48,-39,NA
10/16/2021,City of London,E09000001,-30,-49,-51,-20,NA,NA
10/17/2021,City of London,E09000001,-32,-55,-49,-17,NA,NA
10/18/2021,City of London,E09000001,-58,-56,-60,-53,-37,NA
10/19/2021,City of London,E09000001,-52,-50,-59,-48,-33,NA
10/20/2021,City of London,E09000001,-52,-49,-54,-48,-35,NA
10/21/2021,City of London,E09000001,-49,-47,-56,-47,-33,NA
10/22/2021,City of London,E09000001,-61,-57,-62,-47,-39,NA
10/23/2021,City of London,E09000001,-29,-47,-49,-9,NA,NA
10/24/2021,City of London,E09000001,-28,-50,-41,-17,NA,NA
10/25/2021,City of London,E09000001,-59,-56,-59,-53,-37,NA
10/26/2021,City of London,E09000001,-54,-50,-58,-49,-32,NA
10/27/2021,City of London,E09000001,-53,-50,-47,-49,-33,NA
10/28/2021,City of London,E09000001,-49,-49,-50,-47,-29,NA
10/29/2021,City of London,E09000001,-58,-57,-52,-46,-38,NA
10/30/2021,City of London,E09000001,-27,-47,-41,-6,NA,NA
10/31/2021,City of London,E09000001,-30,-54,-43,-14,NA,NA
11/1/2021,City of London,E09000001,-57,-54,-65,-52,-33,NA
11/2/2021,City of London,E09000001,-50,-47,-53,-47,-29,NA
11/3/2021,City of London,E09000001,-48,-47,-51,-45,-28,NA
11/4/2021,City of London,E09000001,-47,-45,-54,-45,-29,NA
11/5/2021,City of London,E09000001,-60,-58,-55,-47,-35,NA
11/6/2021,City of London,E09000001,-27,-47,-31,-15,NA,NA
11/7/2021,City of London,E09000001,-32,-47,-38,-19,NA,NA
11/8/2021,City of London,E09000001,-59,-55,-53,-51,-36,NA
11/9/2021,City of London,E09000001,-51,-49,-49,-46,-29,NA
11/10/2021,City of London,E09000001,-50,-50,-48,-46,-33,NA
11/11/2021,City of London,E09000001,-45,-47,-47,-46,-29,NA
11/12/2021,City of London,E09000001,-58,-56,-58,-46,-35,NA
11/13/2021,City of London,E09000001,-15,-38,-20,-9,NA,NA
11/14/2021,City of London,E09000001,-32,-54,-37,-17,NA,NA
11/15/2021,City of London,E09000001,-59,-57,-54,-52,-31,NA
11/16/2021,City of London,E09000001,-51,-49,-51,-46,-22,NA
11/17/2021,City of London,E09000001,-49,-48,-47,-47,-22,NA
11/18/2021,City of London,E09000001,-45,-46,-49,-44,-23,NA
11/19/2021,City of London,E09000001,-58,-56,-48,-46,-29,NA
11/20/2021,City of London,E09000001,-24,-45,-39,-10,NA,NA
11/21/2021,City of London,E09000001,-34,-55,-42,-7,NA,NA
11/22/2021,City of London,E09000001,-59,-56,-55,-53,-25,NA
11/23/2021,City of London,E09000001,-51,-51,-44,-48,-27,NA
11/24/2021,City of London,E09000001,-49,-49,-43,-45,-23,NA
11/25/2021,City of London,E09000001,-44,-45,-44,-44,-26,NA
11/26/2021,City of London,E09000001,-58,-57,-55,-33,-31,NA
11/27/2021,City of London,E09000001,-28,-53,-53,-13,NA,NA
11/28/2021,City of London,E09000001,-31,-55,-47,-17,NA,NA
11/29/2021,City of London,E09000001,-57,-58,-50,-53,-28,NA
11/30/2021,City of London,E09000001,-51,-50,-48,-49,-21,NA
12/1/2021,City of London,E09000001,-49,-51,-46,-47,-25,NA
12/2/2021,City of London,E09000001,-45,-48,-49,-45,-21,NA
12/3/2021,City of London,E09000001,-55,-58,-53,-44,-30,NA
12/4/2021,City of London,E09000001,-25,-49,-46,-12,NA,NA
12/5/2021,City of London,E09000001,-31,-58,-51,-14,NA,NA
12/6/2021,City of London,E09000001,-58,-58,-65,-53,-31,NA
12/7/2021,City of London,E09000001,-51,-51,-57,-48,-26,NA
12/8/2021,City of London,E09000001,-46,-50,-48,-47,-26,NA
12/9/2021,City of London,E09000001,-45,-49,-52,-47,-26,NA
12/10/2021,City of London,E09000001,-54,-55,-55,-43,-31,NA
12/11/2021,City of London,E09000001,-28,-50,-40,-14,NA,NA
12/12/2021,City of London,E09000001,-34,-54,-30,-24,NA,NA
12/13/2021,City of London,E09000001,-66,-63,-55,-60,-48,NA
12/14/2021,City of London,E09000001,-67,-61,-59,-62,-50,NA
12/15/2021,City of London,E09000001,-69,-63,-54,-62,-49,NA
12/16/2021,City of London,E09000001,-70,-64,-59,-64,-51,NA
12/17/2021,City of London,E09000001,-73,-65,-61,-61,-56,NA
12/18/2021,City of London,E09000001,-51,-54,-51,-25,NA,NA
12/19/2021,City of London,E09000001,-47,-61,-50,-37,NA,NA
12/20/2021,City of London,E09000001,-72,-68,-60,-69,-65,NA
12/21/2021,City of London,E09000001,-77,-68,-62,-71,-67,NA
12/22/2021,City of London,E09000001,-79,-69,-65,-72,-66,NA
12/23/2021,City of London,E09000001,-83,-70,-77,-76,-68,NA
12/24/2021,City of London,E09000001,-90,-76,-84,-79,-71,NA
12/25/2021,City of London,E09000001,-94,-93,-87,-97,NA,NA
12/26/2021,City of London,E09000001,-79,-85,-69,-82,NA,NA
12/27/2021,City of London,E09000001,-89,-89,-76,-84,-82,NA
12/28/2021,City of London,E09000001,-89,-88,-76,-83,-79,NA
12/29/2021,City of London,E09000001,-84,-78,-70,-77,-72,NA
12/30/2021,City of London,E09000001,-84,-77,-70,-76,-71,NA
12/31/2021,City of London,E09000001,-85,-78,-74,-74,-68,NA
1/1/2022,City of London,E09000001,-79,-79,-62,-55,NA,NA
1/2/2022,City of London,E09000001,-60,-70,-56,-47,NA,NA
1/3/2022,City of London,E09000001,-87,-87,-74,-82,-77,NA
1/4/2022,City of London,E09000001,-82,-73,-76,-73,-63,NA
1/5/2022,City of London,E09000001,-81,-72,-70,-71,-57,NA
1/6/2022,City of London,E09000001,-80,-72,-74,-70,-55,NA
1/7/2022,City of London,E09000001,-79,-73,-68,-67,-54,NA
1/8/2022,City of London,E09000001,-59,-68,-63,-52,NA,NA
1/9/2022,City of London,E09000001,-48,-67,-46,-46,NA,NA
1/10/2022,City of London,E09000001,-74,-70,-75,-68,-52,NA
1/11/2022,City of London,E09000001,-76,-69,-72,-68,-52,NA
1/12/2022,City of London,E09000001,-73,-68,-65,-65,-49,NA
1/13/2022,City of London,E09000001,-73,-67,-68,-67,-46,NA
1/14/2022,City of London,E09000001,-72,-68,-60,-62,-46,NA
1/15/2022,City of London,E09000001,-44,-60,-48,-35,NA,NA
1/16/2022,City of London,E09000001,-43,-65,-39,-38,NA,NA
1/17/2022,City of London,E09000001,-72,-68,-60,-64,-47,NA
1/18/2022,City of London,E09000001,-71,-66,-64,-63,-45,NA
1/19/2022,City of London,E09000001,-69,-65,-58,-63,-45,NA
1/20/2022,City of London,E09000001,-67,-66,-63,-63,-40,NA
1/21/2022,City of London,E09000001,-70,-69,-58,-59,-41,NA
1/22/2022,City of London,E09000001,-38,-60,-38,-33,NA,NA
1/23/2022,City of London,E09000001,-40,-66,-37,-40,NA,NA
1/24/2022,City of London,E09000001,-70,-68,-61,-63,-43,NA
1/25/2022,City of London,E09000001,-67,-64,-61,-61,-42,NA
1/26/2022,City of London,E09000001,-65,-63,-58,-58,-41,NA
1/27/2022,City of London,E09000001,-61,-62,-56,-58,-36,NA
1/28/2022,City of London,E09000001,-65,-66,-57,-56,-38,NA
1/29/2022,City of London,E09000001,-32,-58,-35,-25,NA,NA
1/30/2022,City of London,E09000001,-36,-63,-29,-28,NA,NA
1/31/2022,City of London,E09000001,-64,-63,-52,-58,-40,NA
2/1/2022,City of London,E09000001,-60,-58,-48,-53,-36,NA
2/2/2022,City of London,E09000001,-56,-57,-45,-52,-36,NA
2/3/2022,City of London,E09000001,-52,-54,-49,-51,-31,NA
2/4/2022,City of London,E09000001,-63,-64,-56,-50,-35,NA
2/5/2022,City of London,E09000001,-29,-56,-39,-25,NA,NA
2/6/2022,City of London,E09000001,-34,-63,-39,-35,NA,NA
2/7/2022,City of London,E09000001,-59,-62,-56,-55,-38,NA
2/8/2022,City of London,E09000001,-54,-55,-46,-50,-32,NA
2/9/2022,City of London,E09000001,-52,-54,-40,-47,-34,NA
2/10/2022,City of London,E09000001,-47,-52,-46,-45,-31,NA
2/11/2022,City of London,E09000001,-60,-61,-49,-48,-37,NA
2/12/2022,City of London,E09000001,-29,-55,-32,-30,NA,NA
2/13/2022,City of London,E09000001,-32,-61,-43,-32,NA,NA
2/14/2022,City of London,E09000001,-57,-58,-42,-52,-43,NA
2/15/2022,City of London,E09000001,-57,-60,-49,-48,-41,NA
2/16/2022,City of London,E09000001,-54,-55,-39,-47,-39,NA
2/17/2022,City of London,E09000001,-49,-53,-39,-46,-39,NA
2/18/2022,City of London,E09000001,-75,-72,-68,-65,-51,NA
2/19/2022,City of London,E09000001,-35,-60,-42,-39,NA,NA
2/20/2022,City of London,E09000001,-34,-65,-43,-38,NA,NA
2/21/2022,City of London,E09000001,-63,-65,-55,-59,-42,NA
2/22/2022,City of London,E09000001,-51,-54,-42,-46,-40,NA
2/23/2022,City of London,E09000001,-49,-51,-36,-44,-41,NA
2/24/2022,City of London,E09000001,-45,-53,-53,-44,-39,NA
2/25/2022,City of London,E09000001,-57,-59,-42,-46,-41,NA
2/26/2022,City of London,E09000001,-23,-53,-25,-15,NA,NA
2/27/2022,City of London,E09000001,-22,-59,-25,-25,NA,NA
2/28/2022,City of London,E09000001,-58,-58,-47,-50,-39,NA
3/1/2022,City of London,E09000001,-59,-54,-53,-41,-45,NA
3/2/2022,City of London,E09000001,-52,-52,-46,-40,-38,NA
3/3/2022,City of London,E09000001,-59,-55,-51,-48,-49,NA
3/4/2022,City of London,E09000001,-61,-60,-54,-44,-41,NA
3/5/2022,City of London,E09000001,-25,-59,-40,-9,NA,NA
3/6/2022,City of London,E09000001,-24,-60,-34,-11,NA,NA
3/7/2022,City of London,E09000001,-59,-60,-60,-51,-38,NA
3/8/2022,City of London,E09000001,-51,-52,-43,-43,-35,NA
3/9/2022,City of London,E09000001,-51,-51,-40,-44,-32,NA
3/10/2022,City of London,E09000001,-46,-49,-42,-43,-27,NA
3/11/2022,City of London,E09000001,-62,-63,-57,-47,-37,NA
3/12/2022,City of London,E09000001,-28,-56,-34,-22,NA,NA
3/13/2022,City of London,E09000001,-32,-64,-40,-31,NA,NA
3/14/2022,City of London,E09000001,-61,-60,-51,-50,-38,NA
3/15/2022,City of London,E09000001,-53,-52,-46,-44,-34,NA
3/16/2022,City of London,E09000001,-55,-57,-54,-43,-33,NA
3/17/2022,City of London,E09000001,-46,-51,-43,-43,-29,NA
3/18/2022,City of London,E09000001,-61,-62,-47,-46,-36,NA
3/19/2022,City of London,E09000001,-29,-59,-35,-21,NA,NA
3/20/2022,City of London,E09000001,-30,-63,-31,-25,NA,NA
3/21/2022,City of London,E09000001,-59,-61,-43,-51,-32,NA
3/22/2022,City of London,E09000001,-51,-53,-31,-45,-29,NA
3/23/2022,City of London,E09000001,-49,-52,-25,-43,-29,NA
3/24/2022,City of London,E09000001,-45,-50,-27,-43,-25,NA
3/25/2022,City of London,E09000001,-59,-60,-42,-42,-35,NA
3/26/2022,City of London,E09000001,-23,-54,-21,-12,NA,NA
3/27/2022,City of London,E09000001,-24,-65,-34,-20,NA,NA
3/28/2022,City of London,E09000001,-60,-61,-43,-51,-38,NA
3/29/2022,City of London,E09000001,-54,-55,-51,-46,-33,NA
3/30/2022,City of London,E09000001,-52,-56,-42,-46,-33,NA
3/31/2022,City of London,E09000001,-47,-55,-50,-45,-34,NA
4/1/2022,City of London,E09000001,-62,-66,-59,-48,-34,NA
4/2/2022,City of London,E09000001,-29,-58,-46,-24,NA,NA
4/3/2022,City of London,E09000001,-24,-62,-32,-5,NA,NA
